C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan0 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan1 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan10 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan2 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan3 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan4 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan5 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan6 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan7 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan8 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Hasan/hasan9 2019-05-19 16-06-04.png,0
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny0.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny1.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny10.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny100.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny101.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny102.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny103.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny104.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny105.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny106.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny107.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny108.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny109.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny11.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny110.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny111.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny112.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny113.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny114.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny115.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny116.png,1
C:/Users/Professt/Desktop/Face_Recognition_/face_recognition_crop-master/sample/face_database/Penny/penny117.png,1
